repository	original_path	corpus_path	title	documentclass	classification	word_count
standardgalactic/research-projects	plenumhub_repo/paper/PlenumHub.tex	sources/standardgalactic/research-projects/plenumhub_repo/paper/PlenumHub.tex	PlenumHub: A Formal Semantic Compute Substrate for Modular Knowledge Systems	article	standalone	162
standardgalactic/research-projects	polanyi-spherepop.tex	sources/standardgalactic/research-projects/polanyi-spherepop.tex	Tacit Knowledge as Cryptographic Boundary Entropy in Spherepop: A Playcosmic Formalization of Polanyi	article	standalone	594
standardgalactic/research-projects	polyxan-semantic-hyperstructure.tex	sources/standardgalactic/research-projects/polyxan-semantic-hyperstructure.tex	RSVP--Polyxan: A Unified Field Theory of Semantic Hyperstructures	article	standalone	9791
standardgalactic/research-projects	polyxan-starspace-specification.tex	sources/standardgalactic/research-projects/polyxan-starspace-specification.tex	POLYXAN--RSVP STARSPACE A Formal Specification for a Xanadu--RSVP Social Hyperstructure with Multi-Galaxy Semantic Dynamics and Generative Field Algorithms	article	standalone	2408
standardgalactic/research-projects	prefigurative-spherepop.tex	sources/standardgalactic/research-projects/prefigurative-spherepop.tex	Prefigurative Play as Pre-Compilable Affordance Spheres in Spherepop: A Playcosmic Formalization	article	standalone	520
standardgalactic/research-projects	processing/Collective Intelligence Under Constraint.tex	sources/standardgalactic/research-projects/processing/Collective Intelligence Under Constraint.tex	Collective Intelligence Under Constraint: Search Efficiency, Horizon Collapse, and Anti-Cognitive Platform Design	article	standalone	6701
standardgalactic/research-projects	progress-report.tex	sources/standardgalactic/research-projects/progress-report.tex	A Unified Outline of RSVP Research Projects	article	standalone	9801
standardgalactic/research-projects	proof-specification.tex	sources/standardgalactic/research-projects/proof-specification.tex	Verification and Proof Manual for the RSVP--Polyxan Architecture	article	standalone	851
standardgalactic/research-projects	proof.tex	sources/standardgalactic/research-projects/proof.tex	Proof of the Anti-Admissibility Theorem via Composed Ritual and Cryptographic Resistances in Spherepop Calculus	article	standalone	947
standardgalactic/research-projects	recursive-agency/lamphrodynamic-flows.tex	sources/standardgalactic/research-projects/recursive-agency/lamphrodynamic-flows.tex	Deep Learning Solvers as Lamphrodynamic Flows in RSVP Field Theory	article	standalone	9230
standardgalactic/research-projects	recursive-agency/monograph.tex	sources/standardgalactic/research-projects/recursive-agency/monograph.tex	Recursive Agency and the Geometry of the Relativistic Scalar--Vector Plenum: A Unified Field Theory of Representation, Semantics, and Computational Life	article	standalone	4370
standardgalactic/research-projects	spherepop-calculus.tex	sources/standardgalactic/research-projects/spherepop-calculus.tex	Spherepop Calculus: A Formal Framework for Technological Dynamics, Resistance, and Prefiguration	article	standalone	1095
standardgalactic/research-projects	spherepop-derivation.tex	sources/standardgalactic/research-projects/spherepop-derivation.tex	The Playcosm Meets the Technological Society: Privilege Gates as Pop Regimes and Prefigurative Affordances as Anti-Admissible Spheres	article	standalone	688
standardgalactic/research-projects	textbook/autonomy-of-refusal.tex	sources/standardgalactic/research-projects/textbook/autonomy-of-refusal.tex	The Autonomy of Refusal Constraint, Residue, and the Geometry of Persistence	book	standalone	44177
standardgalactic/research-projects	textmonod-essay/monograph.tex	sources/standardgalactic/research-projects/textmonod-essay/monograph.tex	Monod-Inspired Stochastic Revision Models for Document Evolution, Generative Writing Dynamics, and Visualization Pipelines	article	standalone	1553
standardgalactic/research-projects	textmonod-essay/stochastic-revision-models.tex	sources/standardgalactic/research-projects/textmonod-essay/stochastic-revision-models.tex	Stochastic Revision Models for Document Evolution, Generative Writing Dynamics, and Visualization Pipelines	article	standalone	3778
standardgalactic/research-projects	theoretical-perspective.tex	sources/standardgalactic/research-projects/theoretical-perspective.tex	Entropy, Fields, and Civilization: A Theoretical Perspective on RSVP Dynamics	article	standalone	2207
standardgalactic/research-projects	to_process/main.tex	sources/standardgalactic/research-projects/to_process/main.tex	The RSVP--Polyxan Universe: A Unified Theory of Meaning, Curvature, and Verification	book	standalone	165
standardgalactic/research-projects	to_process/main_02.tex	sources/standardgalactic/research-projects/to_process/main_02.tex	RSVP--POLYXAN UNIFIED HYPERSTRUCTURE: [0.5em] A Field-Theoretic, Categorical, Computational, and Verification Framework for Semantic Galaxies	book	standalone	245
standardgalactic/robotics	continuation_geometry_of_circuits.tex	sources/standardgalactic/robotics/continuation_geometry_of_circuits.tex	The Continuation Geometry of Circuits	article	standalone	29775
standardgalactic/robotics	hierarchical_continuation.tex	sources/standardgalactic/robotics/hierarchical_continuation.tex	Hierarchical Continuation and the Geometry of Locomotion	article	standalone	10228
standardgalactic/robotics	processing/continuation_geometry_of_circuits.tex	sources/standardgalactic/robotics/processing/continuation_geometry_of_circuits.tex	The Continuation Geometry of Circuits	article	standalone	29775
standardgalactic/robotics	processing/hierarchical_continuation.tex	sources/standardgalactic/robotics/processing/hierarchical_continuation.tex	Hierarchical Continuation and the Geometry of Locomotion	article	standalone	10228
standardgalactic/spherepop	Active Geodesic Inference.tex	sources/standardgalactic/spherepop/Active Geodesic Inference.tex	Active Geodesic Inference Reasoning as Field Dynamics, Synchronization, and Semantic Folding	article	standalone	15065
standardgalactic/spherepop	Computation After Storage.tex	sources/standardgalactic/spherepop/Computation After Storage.tex	Computation After Storage: Toward an Entropic Theory of Semantic Infrastructure	article	standalone	8117
standardgalactic/spherepop	Computation as Semantic Maintenance.tex	sources/standardgalactic/spherepop/Computation as Semantic Maintenance.tex	Computation as Semantic Maintenance: Embodied Knowledge, Structural Capability, and the Laws of Development	article	standalone	12450
standardgalactic/spherepop	Event-historical Aggregation.tex	sources/standardgalactic/spherepop/Event-historical Aggregation.tex	Event--Historical Aggregation: Map--Reduce as Commitment in Spherepop	article	standalone	10415
standardgalactic/spherepop	History as Identity - v01.tex	sources/standardgalactic/spherepop/History as Identity - v01.tex	History as Identity: The Append-Only Algebra of Spherepop	article	standalone	4924
standardgalactic/spherepop	History as Identity - v02.tex	sources/standardgalactic/spherepop/History as Identity - v02.tex	History as Identity: The Append-Only Algebra of Spherepop	article	standalone	5920
standardgalactic/spherepop	History as Identity.tex	sources/standardgalactic/spherepop/History as Identity.tex	History as Identity: The Append-Only Algebra of Spherepop	article	standalone	8013
standardgalactic/spherepop	Introducción a Spherepop - v01.tex	sources/standardgalactic/spherepop/Introducción a Spherepop - v01.tex	Introducción a Spherepop Un cálculo de historia de eventos	article	standalone	13496
standardgalactic/spherepop	Introducción a Spherepop.tex	sources/standardgalactic/spherepop/Introducción a Spherepop.tex	Introducción a Spherepop Un cálculo de historia de eventos	article	standalone	13148
standardgalactic/spherepop	Joy-of-Spherepop.tex	sources/standardgalactic/spherepop/Joy-of-Spherepop.tex	The Joy of Spherepop: An Event--History Calculus for a Finite World	article	standalone	13936
standardgalactic/spherepop	Operational-Mereology.tex	sources/standardgalactic/spherepop/Operational-Mereology.tex	From Sets to Parts: Operational Mereology via Event--Sourced Semantics	article	standalone	6880
standardgalactic/spherepop	Scope as Geometry.tex	sources/standardgalactic/spherepop/Scope as Geometry.tex	Scope as Geometry in Time-Bound Systems A History-First Foundation for Computation and Meaning	article	standalone	7115
standardgalactic/spherepop	Spherepop Trajectory Collapse.tex	sources/standardgalactic/spherepop/Spherepop Trajectory Collapse.tex	Spherepop Trajectory Collapse: A First-Person Game for Visualizing Semantic Uncertainty	article	standalone	10334
standardgalactic/spherepop	Spherepop-OS.tex	sources/standardgalactic/spherepop/Spherepop-OS.tex	Spherepop OS: A Deterministic Semantic Operating System\ Formal Specification and Architectural Rationale	article	standalone	2271
standardgalactic/spherepop	Spherepop_Specifications.tex	sources/standardgalactic/spherepop/Spherepop_Specifications.tex	Spherepop: A Language for Geometric Computation Unified Specification	article	standalone	5790
standardgalactic/spherepop	Structured Irreversibility.tex	sources/standardgalactic/spherepop/Structured Irreversibility.tex	Structured Irreversibility Discrete Rewriting and Coherence Realization	article	standalone	10997
standardgalactic/spherepop	The Forkability of Time.tex	sources/standardgalactic/spherepop/The Forkability of Time.tex	The Forkability of Time	article	standalone	5365
standardgalactic/spherepop	Throwing-the-game.tex	sources/standardgalactic/spherepop/Throwing-the-game.tex	Throwing the Game: Refusal, Event-Driven Cognition, and the Survival of Value Beyond Autoregressive Intelligence	article	standalone	8083
standardgalactic/spherepop	attention-as-minimal-relational-interaction.tex	sources/standardgalactic/spherepop/attention-as-minimal-relational-interaction.tex	Attention as a Minimal Relational Interaction in Entropy-Regulated Field Dynamics: A Derived Geometric and BV-Theoretic Formulation of RSVP	article	standalone	3906
standardgalactic/spherepop	essay/spherepop_calculus.tex	sources/standardgalactic/spherepop/essay/spherepop_calculus.tex	Spherepop Calculus: Internalizing Probability, Concurrency, and Geometry	article	standalone	592
standardgalactic/spherepop	history/The History of Spherepop.tex	sources/standardgalactic/spherepop/history/The History of Spherepop.tex	The History of Spherepop: From Language Games to Universal Computation	article	standalone	9285
standardgalactic/spherepop	identity_as_event_history-v1.tex	sources/standardgalactic/spherepop/identity_as_event_history-v1.tex	Identity as Event History: A Worked Introduction to Spherepop	article	standalone	13443
standardgalactic/spherepop	identity_as_event_history.tex	sources/standardgalactic/spherepop/identity_as_event_history.tex	Identity as Event History [0.4em] Irreversibility, Commitment, and the Ontology of Irreversible Processes	article	standalone	24733
standardgalactic/spherepop	monograph/spherepop-calculus.tex	sources/standardgalactic/spherepop/monograph/spherepop-calculus.tex	Spherepop Calculus	article	standalone	7815
standardgalactic/spherepop	processing/Spherepop_Specifications.tex	sources/standardgalactic/spherepop/processing/Spherepop_Specifications.tex	Spherepop: A Language for Geometric Computation Unified Specification	article	standalone	5790
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_01.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_01.tex	Entropy Budgets in Cognitive Architectures: Preventing Over-Recursion in Human–AI Symbiosis	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_02.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_02.tex	The Semantic Singularity: When Recursive Interpretation Exceeds Dissipative Capacity	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_03.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_03.tex	Curvature Contraction in Ethical Futarchies: A Field-Theoretic Approach to Moral Decision-Making	article	standalone	49
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_04.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_04.tex	Attentional Cladistics Revisited: Evolutionary Thresholds in Multi-Agent Learning Environments	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_05.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_05.tex	Sheaf-Theoretic Coherence in Distributed Cognition: Bridging RSVP and Operator Ecology	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_06.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_06.tex	The Paradox of Permeability: Trust Hysteresis in Geozotic Power Systems	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_07.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_07.tex	Bounded Immersion in Mythic Computation: Entropy Limits on Narrative Recursion	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_08.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_08.tex	Punitive Signals in Socio-Symbolic Fields: A RSVP Intervention for Governance Reform	article	standalone	49
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_09.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_09.tex	Amplitwist Operators in Neurogeometric Design: From Trust to Perceptual Stability	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_10.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_10.tex	The Termite–Neuron–Forest Triad: Marginalized Intelligences in Ecological Agency	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_11.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_11.tex	Recursive Amplification in Semantic Infrastructure: Throttling for Sustainable Scaling	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_12.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_12.tex	Field-Theoretic Patriarchy: Colonial Roots and Radical RSVP Solutions	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_13.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_13.tex	Operator Ecology in Generative Cinema: Coherence Beyond Chokepoints	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_14.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_14.tex	Yarncrawler Dynamics: Semantic Recursion in Essay Generation Pipelines	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_15.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_15.tex	Cosmological Constraints on Institutional Recursion: Deriving Entropy from RSVP Primitives	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_16.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_16.tex	Multi-Scale Temporal Dynamics in Agency Detection: From Assembly to Forest-Scale Cognition	article	standalone	49
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_17.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_17.tex	The Care–Domestication Spectrum: Thresholds in AI-Human Evolutionary Creativity	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_18.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_18.tex	Homotopy-Based Governance: Sheaf Consistency in Recursive Futarchies	article	standalone	45
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_19.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_19.tex	Entropy-Regulated Permeability in Bioforge Incubators: Trust in Biotechnological Networks	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_20.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle1_Diagnosis/essay_1_20.tex	The Recursive Singularity in Cultural Evolution: Bounded Narratives for Long-Term Coherence	article	standalone	49
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_01.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_01.tex	Negentropic Shocks in Institutional Renewal: Overcoming Hysteresis in Bureaucratic Systems	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_02.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_02.tex	Phase-Lock Collapse in Collaborative AI: Entropy Bounds on Multi-Model Consensus	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_03.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_03.tex	Tensorial Ethics in Recursive Markets: Curvature Metrics for Fair Futarchy	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_04.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_04.tex	Evolutionary Attention Dynamics: Cladistic Pathways in Adaptive Learning Networks	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_05.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_05.tex	Presheaf Repair in Fragmented Cognition: Operator Ecology for Mental Integration	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_06.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_06.tex	Energy–Trust Duality in Geozotic Networks: Hysteresis in Sustainable Power Sharing	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_07.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_07.tex	Entropy-Limited Myths in Digital Cultures: Bounded Recursion for Narrative Sustainability	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_08.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_08.tex	Signal Correction in Punitive Socio-Fields: RSVP for Restorative Justice	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_09.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_09.tex	Neurogeometric Phase Alignment: Amplitwist Applications in Cognitive Interfaces	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_10.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_10.tex	Fractal Agency in Ecological Triads: Entropy Coherence Across Scales	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_11.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_11.tex	Homotopy Throttles in Knowledge Amplification: Sustainable Semantic Scaling	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_12.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_12.tex	Curvature Symmetry in Social Liberation: Field-Theoretic Dismantling of Hierarchies	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_13.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_13.tex	Narrative Coherence in Media Ecologies: Operator Dynamics for Generative Stories	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_14.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_14.tex	Interpretive Temperature in Automated Narratives: Yarncrawler for Coherent Generation	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_15.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_15.tex	Institutional Cosmology: Entropy Equations for Organizational Longevity	article	standalone	45
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_16.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_16.tex	Temporal Synchronization in Multi-Agent Agency: CLIO Operators for Detection	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_17.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_17.tex	Negentropic Care in AI Evolution: Spectrum Thresholds for Mutual Adaptation	article	standalone	48
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_18.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_18.tex	Policy Alignment via Homotopy: Governance in Layered Recursions	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_19.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_19.tex	Trust Optimization in Biotech Ecosystems: SITH for Entropy-Regulated Innovation	article	standalone	47
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_20.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/Cycle2_Renewal/essay_2_20.tex	Cultural Narrative Bounds: Preventing Singularity in Evolutionary Myths	article	standalone	46
standardgalactic/spherepop	processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/index.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/Adaptive_Trust_Dynamics_Corpus/index.tex	Adaptive Trust Dynamics Corpus	article	standalone	55
standardgalactic/spherepop	processing/adaptive-trust/corpus.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/corpus.tex	Trust Dynamics: Complete Corpus [0.5em] First Cycle (Essays 1--20) $$ Renewal Sequence (Essays 1--20)	article	standalone	2742
standardgalactic/spherepop	processing/adaptive-trust/monograph.tex	sources/standardgalactic/spherepop/processing/adaptive-trust/monograph.tex	Trust Dynamics Exhibit Hysteresis [0.5em] Implications for AI Governance and Institutional Design	article	standalone	2461
standardgalactic/spherepop	processing/essay.tex	sources/standardgalactic/spherepop/processing/essay.tex	Spherepop: A Language for Geometric Computation Unified Rigorous Specification	article	standalone	3600
standardgalactic/spherepop	processing/geometry/monograph.tex	sources/standardgalactic/spherepop/processing/geometry/monograph.tex	Geometry of Spherepop 0.4em A Recursive Geometry of Coherence in the RSVP Framework 0.4em With Applications to AGI Safety, Trust, and the Paradox of Precaution	article	standalone	8809
standardgalactic/spherepop	processing/monograph.tex	sources/standardgalactic/spherepop/processing/monograph.tex	Geometry of Spherepop 0.4em A Recursive Geometry of Coherence in the RSVP Framework 0.4em With Applications to AGI Safety, Trust, and the Paradox of Precaution	article	standalone	2588
standardgalactic/spherepop	prototypes/Operational-Mereology.tex	sources/standardgalactic/spherepop/prototypes/Operational-Mereology.tex	From Sets to Parts: Operational Mereology via Event--Sourced Semantics	article	standalone	5243
standardgalactic/spherepop	prototypes/canonicalization.tex	sources/standardgalactic/spherepop/prototypes/canonicalization.tex	: A Canonicalization Utility for Spherepop OS	article	standalone	552
standardgalactic/spherepop	prototypes/docs/computing-with-spherepop.tex	sources/standardgalactic/spherepop/prototypes/docs/computing-with-spherepop.tex	Computing with Spherepop: A Geometric Merge--Collapse Calculus	article	standalone	207
standardgalactic/spherepop	prototypes/docs/spherepop-haskell-tutorial.tex	sources/standardgalactic/spherepop/prototypes/docs/spherepop-haskell-tutorial.tex	Spherepop in Haskell: Core and Parallel Variants	article	standalone	82
standardgalactic/spherepop	prototypes/docs/spherepop-python-tutorial.tex	sources/standardgalactic/spherepop/prototypes/docs/spherepop-python-tutorial.tex	Spherepop in Python: Usage and Development Notes	article	standalone	57
standardgalactic/spherepop	prototypes/docs/spherepop-racket-tutorial.tex	sources/standardgalactic/spherepop/prototypes/docs/spherepop-racket-tutorial.tex	Spherepop in Racket: A Short Tutorial	article	standalone	96
standardgalactic/spherepop	prototypes/roadmap.tex	sources/standardgalactic/spherepop/prototypes/roadmap.tex	A Roadmap for Implementing Utilities in Spherepop Calculus	article	standalone	774
standardgalactic/spherepop	spherepop-foundations.tex	sources/standardgalactic/spherepop/spherepop-foundations.tex	Spherepop Calculus and Amplitwistor Computation: A Geometric--Thermodynamic Foundation for AI	article	standalone	7773
standardgalactic/spherepop	textbook/beyond-parentheses.tex	sources/standardgalactic/spherepop/textbook/beyond-parentheses.tex	Beyond Parentheses: [0.4em] A Geometric Foundation for Concurrent Computation through the Spherepop Calculus [1.2em] Evaluation as the Construction of Irreversible Computational Histories	article	standalone	32096
standardgalactic/spherepop	textbook/dependent-type-theory.tex	sources/standardgalactic/spherepop/textbook/dependent-type-theory.tex	Building a Type Calculus and the Calculus of Constructions in Spherepop A Historical Foundation for Dependent Type Theory	article	standalone	33373
standardgalactic/spherepop	textbook/language_as_generator.tex	sources/standardgalactic/spherepop/textbook/language_as_generator.tex	Language Is Not a Lookup Table [0.5em] On Generativity, Combinatorics, and the Poverty of Phrase-Based Authorship Detection	article	standalone	5726
standardgalactic/spherepop	textbook/negation-before-logic.tex	sources/standardgalactic/spherepop/textbook/negation-before-logic.tex	Negation Before Logic: Inferential Fields, Orientation Reversal, and the Geometry of Admissible Inference	article	standalone	22152
standardgalactic/spherepop	textbook/refusal-structures.tex	sources/standardgalactic/spherepop/textbook/refusal-structures.tex	Types as Refusal Structures Toward a Calculus of Constructions in Spherepop	article	standalone	29416
